"ID","commune_ID","localite","localite_ID","source","ID","commune_ID","localite","localite_ID","source"
"63","10101","zaidari","RENACOM_63","RENACOM","146","10101","zeidari","RENALOC_146","RENALOC"
"66","10101","akasamsam (va)","RENACOM_66","RENACOM","13","10101","akassamsam","RENALOC_13","RENALOC"
"67","10101","torouf (va)","RENACOM_67","RENACOM","138","10101","torouf","RENALOC_138","RENALOC"
"68","10101","fidouk tambalag hane","RENACOM_68","RENACOM","49","10101","fidouk toubalgan","RENALOC_49","RENALOC"
"71","10101","kiriria","RENACOM_71","RENACOM","90","10101","kiriria i","RENALOC_90","RENALOC"
"72","10101","alal","RENACOM_72","RENACOM","15","10101","alal","RENALOC_15","RENALOC"
"72","10101","alal","RENACOM_72","RENACOM","16","10101","alaleh","RENALOC_16","RENALOC"
"75","10101","echia (va)","RENACOM_75","RENACOM","36","10101","echia","RENALOC_36","RENALOC"
"77","10101","afla","RENACOM_77","RENACOM","7","10101","afala","RENALOC_7","RENALOC"
"78","10101","dangana","RENACOM_78","RENACOM","33","10101","dangana","RENALOC_33","RENALOC"
"85","10101","akowel","RENACOM_85","RENACOM","14","10101","akouel (akoyal)","RENALOC_14","RENALOC"
"86","10101","agalale ingaran","RENACOM_86","RENACOM","8","10101","agalal n'garen","RENALOC_8","RENALOC"
"90","10101","marandatte (va)","RENACOM_90","RENACOM","97","10101","marandat","RENALOC_97","RENALOC"
"109","10101","adam (pe)","RENACOM_109","RENACOM","5","10101","adam","RENALOC_5","RENALOC"
"110","10101","talhousseinit (va)","RENACOM_110","RENACOM","115","10101","talhousseyni","RENALOC_115","RENALOC"
"111","10101","hambobila (pe)","RENACOM_111","RENACOM","58","10101","hambobilla","RENALOC_58","RENALOC"
"112","10101","adakara","RENACOM_112","RENACOM","4","10101","adakaro","RENALOC_4","RENALOC"
"121","10101","intirza","RENACOM_121","RENACOM","77","10101","intirza","RENALOC_77","RENALOC"
"123","10101","intchililt","RENACOM_123","RENACOM","76","10101","intchilili","RENALOC_76","RENALOC"
"124","10101","ekinawen","RENACOM_124","RENACOM","32","10101","eknawene","RENALOC_32","RENALOC"
"124","10101","ekinawen","RENACOM_124","RENACOM","43","10101","eknawane","RENALOC_43","RENALOC"
"128","10101","tabal bal (pe)","RENACOM_128","RENACOM","110","10101","tabalbal","RENALOC_110","RENALOC"
"141","10101","intarakat","RENACOM_141","RENACOM","75","10101","intarakat","RENALOC_75","RENALOC"
"146","10101","intarakat (pe)","RENACOM_146","RENACOM","75","10101","intarakat","RENALOC_75","RENALOC"
"147","10101","adam (pe)","RENACOM_147","RENACOM","5","10101","adam","RENALOC_5","RENALOC"
"148","10601","nassarawa","RENACOM_148","RENACOM","753","10601","nassarawa","RENALOC_753","RENALOC"
"149","10601","dagamanett","RENACOM_149","RENACOM","746","10601","dagamanet i","RENALOC_746","RENALOC"
"149","10601","dagamanett","RENACOM_149","RENACOM","747","10601","dagamanet ii","RENALOC_747","RENALOC"
"149","10601","dagamanett","RENACOM_149","RENACOM","748","10601","dagamanet iii","RENALOC_748","RENALOC"
"150","10601","sabon gari","RENACOM_150","RENACOM","758","10601","sabon gari","RENALOC_758","RENALOC"
"151","10601","oumourdan magass","RENACOM_151","RENACOM","756","10601","oumourdan magass","RENALOC_756","RENALOC"
"151","10601","oumourdan magass","RENACOM_151","RENACOM","757","10601","oumourdan nafala","RENALOC_757","RENALOC"
"152","10601","obitara","RENACOM_152","RENACOM","755","10601","obitara","RENALOC_755","RENALOC"
"153","10601","toudou","RENACOM_153","RENACOM","761","10601","toudou","RENALOC_761","RENALOC"
"154","10601","katanga","RENACOM_154","RENACOM","751","10601","katanka","RENALOC_751","RENALOC"
"156","10601","amareoutt","RENACOM_156","RENACOM","743","10601","amarouett","RENALOC_743","RENALOC"
"160","10601","akanfaya","RENACOM_160","RENACOM","762","10601","akanfaya","RENALOC_762","RENALOC"
"163","10601","angoual bayi","RENACOM_163","RENACOM","745","10601","angoual bayi","RENALOC_745","RENALOC"
"168","10601","alarcess","RENACOM_168","RENACOM","763","10601","alarcess aladab","RENALOC_763","RENALOC"
"168","10601","alarcess","RENACOM_168","RENACOM","765","10601","alarcess alkinkin","RENALOC_765","RENALOC"
"168","10601","alarcess","RENACOM_168","RENACOM","766","10601","alarcess azamala (takaya)","RENALOC_766","RENALOC"
"168","10601","alarcess","RENACOM_168","RENACOM","776","10601","alarcess tchiguefan","RENALOC_776","RENALOC"
"169","10601","dare(qt)","RENACOM_169","RENACOM","767","10601","dari","RENALOC_767","RENALOC"
"170","10601","ourey( qt)","RENACOM_170","RENACOM","772","10601","oureye","RENALOC_772","RENALOC"
"171","10601","tassak n'talam","RENACOM_171","RENACOM","774","10601","tassakantalam","RENALOC_774","RENALOC"
"172","10601","tajajaret (va)","RENACOM_172","RENACOM","773","10601","tajajaratt","RENALOC_773","RENALOC"
"179","10602","inziriadan","RENACOM_179","RENACOM","829","10602","inziryadan","RENALOC_829","RENALOC"
"181","10602","n'doudou (va)","RENACOM_181","RENACOM","820","10602","n'doudou","RENALOC_820","RENALOC"
"182","10602","bouloumbaou (va)","RENACOM_182","RENACOM","805","10602","bouloumbouk","RENALOC_805","RENALOC"
"183","10602","assanaga","RENACOM_183","RENACOM","792","10602","assanaga","RENALOC_792","RENALOC"
"187","10602","babare","RENACOM_187","RENACOM","798","10602","babare","RENALOC_798","RENALOC"
"188","10602","inwazeidi","RENACOM_188","RENACOM","827","10602","inwazeidi","RENALOC_827","RENALOC"
"192","10602","intata","RENACOM_192","RENACOM","824","10602","intatat","RENALOC_824","RENALOC"
"194","10602","guissat","RENACOM_194","RENACOM","818","10602","guissat (0fflal)","RENALOC_818","RENALOC"
"196","10602","inguir guiran","RENACOM_196","RENACOM","822","10602","inguirguiran","RENALOC_822","RENALOC"
"200","10602","aouderass","RENACOM_200","RENACOM","789","10602","aouderass","RENALOC_789","RENALOC"
"201","10602","azangallan","RENACOM_201","RENACOM","796","10602","azangalam","RENALOC_796","RENALOC"
"209","10602","tazalalan (va)","RENACOM_209","RENACOM","856","10602","tazalahlagh","RENALOC_856","RENALOC"
"217","10602","atamo","RENACOM_217","RENACOM","793","10602","atamo","RENALOC_793","RENALOC"
"219","10602","amatassa","RENACOM_219","RENACOM","787","10602","amatassa","RENALOC_787","RENALOC"
"228","10602","guirmat (va)","RENACOM_228","RENACOM","817","10602","guirmat","RENALOC_817","RENALOC"
"230","10602","toumga","RENACOM_230","RENACOM","869","10602","toumga","RENALOC_869","RENALOC"
"233","10602","tchifira","RENACOM_233","RENACOM","858","10602","tchifira","RENALOC_858","RENALOC"
"239","10602","eres n'goua (pe)","RENACOM_239","RENACOM","812","10602","eras n'gour","RENALOC_812","RENALOC"
"240","10602","kodri (pe)","RENACOM_240","RENACOM","836","10602","kodri","RENALOC_836","RENALOC"
"241","10602","tchissek (pe)","RENACOM_241","RENACOM","863","10602","tchissik","RENALOC_863","RENALOC"
"246","10501","mazababou (ecole)","RENACOM_246","RENACOM","658","10501","mazababou i","RENALOC_658","RENALOC"
"246","10501","mazababou (ecole)","RENACOM_246","RENACOM","659","10501","mazababou ii","RENALOC_659","RENALOC"
"248","10501","hamat mousse","RENACOM_248","RENACOM","619","10501","houmat mousse","RENALOC_619","RENALOC"
"251","10501","atrak","RENACOM_251","RENACOM","585","10501","attarak","RENALOC_585","RENALOC"
"252","10501","assouman ecole","RENACOM_252","RENACOM","583","10501","assouman i","RENALOC_583","RENALOC"
"252","10501","assouman ecole","RENACOM_252","RENACOM","584","10501","assouman ii","RENALOC_584","RENALOC"
"254","10501","tarazeina","RENACOM_254","RENACOM","688","10501","tarzenat","RENALOC_688","RENALOC"
"256","10501","aborak","RENACOM_256","RENACOM","554","10501","aborak","RENALOC_554","RENALOC"
"256","10501","aborak","RENACOM_256","RENACOM","555","10501","aborak","RENALOC_555","RENALOC"
"257","10501","agabargabar","RENACOM_257","RENACOM","558","10501","agabargabar i et ii","RENALOC_558","RENALOC"
"257","10501","agabargabar","RENACOM_257","RENACOM","559","10501","agabargabar iii","RENALOC_559","RENALOC"
"261","10501","azatan","RENACOM_261","RENACOM","590","10501","azzatane","RENALOC_590","RENALOC"
"262","10501","tidekal","RENACOM_262","RENACOM","717","10501","tidekal","RENALOC_717","RENALOC"
"263","10501","agaya","RENACOM_263","RENACOM","563","10501","aggaya","RENALOC_563","RENALOC"
"264","10501","tewet","RENACOM_264","RENACOM","714","10501","teweit","RENALOC_714","RENALOC"
"265","10501","tigue dan tessoum","RENACOM_265","RENACOM","666","10501","tiguidan tessoum","RENALOC_666","RENALOC"
"266","10501","lazarag","RENACOM_266","RENACOM","651","10501","lazarak","RENALOC_651","RENALOC"
"268","10501","waragass","RENACOM_268","RENACOM","663","10501","ouaraghass","RENALOC_663","RENALOC"
"269","10501","bintina","RENACOM_269","RENACOM","592","10501","bintina","RENALOC_592","RENALOC"
"270","10501","tagadamat","RENACOM_270","RENACOM","674","10501","tagadamat","RENALOC_674","RENALOC"
"271","10501","injitan","RENACOM_271","RENACOM","629","10501","injitan","RENALOC_629","RENALOC"
"272","10501","emilel","RENACOM_272","RENACOM","607","10501","emilal","RENALOC_607","RENALOC"
"273","10501","kout-kout","RENACOM_273","RENACOM","641","10501","kout-kout","RENALOC_641","RENALOC"
"275","10501","tiguinde","RENACOM_275","RENACOM","723","10501","tiguinde","RENALOC_723","RENALOC"
"280","10501","inbizguin","RENACOM_280","RENACOM","626","10501","inbizguine","RENALOC_626","RENALOC"
"281","10501","afounouk","RENACOM_281","RENACOM","557","10501","afounok","RENALOC_557","RENALOC"
"282","10501","injigran","RENACOM_282","RENACOM","627","10501","injagarane","RENALOC_627","RENALOC"
"283","10501","amataltal","RENACOM_283","RENACOM","576","10501","amataltal","RENALOC_576","RENALOC"
"284","10501","assaouas (assawas)","RENACOM_284","RENACOM","582","10501","assawas","RENALOC_582","RENALOC"
"285","10501","tiguidan tagueyt","RENACOM_285","RENACOM","666","10501","tiguidan tessoum","RENALOC_666","RENALOC"
"289","10501","aggoki i","RENACOM_289","RENACOM","564","10501","aggock","RENALOC_564","RENALOC"
"290","10501","aggok ii","RENACOM_290","RENACOM","564","10501","aggock","RENALOC_564","RENALOC"
"291","10501","inabaghrit","RENACOM_291","RENACOM","625","10501","inabaghirit","RENALOC_625","RENALOC"
"295","10501","kokari","RENACOM_295","RENACOM","667","10501","kokari","RENALOC_667","RENALOC"
"297","10501","tchelout","RENACOM_297","RENACOM","692","10501","tchilout","RENALOC_692","RENALOC"
"298","10501","tchimoumounene (vt)","RENACOM_298","RENACOM","694","10501","tchimoumounene","RENALOC_694","RENALOC"
"300","10501","torguit (vt)","RENACOM_300","RENACOM","727","10501","torguit","RENALOC_727","RENALOC"
"301","10501","injigran","RENACOM_301","RENACOM","627","10501","injagarane","RENALOC_627","RENALOC"
"310","10501","oly","RENACOM_310","RENACOM","662","10501","oly","RENALOC_662","RENALOC"
"313","10501","assouman","RENACOM_313","RENACOM","583","10501","assouman i","RENALOC_583","RENALOC"
"313","10501","assouman","RENACOM_313","RENACOM","584","10501","assouman ii","RENALOC_584","RENALOC"
"314","10501","azzelik (pe)","RENACOM_314","RENACOM","587","10501","azelik","RENALOC_587","RENALOC"
"315","10501","azelik (pe)","RENACOM_315","RENACOM","587","10501","azelik","RENALOC_587","RENALOC"
"316","10501","tchinagrof","RENACOM_316","RENACOM","695","10501","tchingar fada","RENALOC_695","RENALOC"
"316","10501","tchinagrof","RENACOM_316","RENACOM","697","10501","tchinogorouf","RENALOC_697","RENALOC"
"318","10501","foul-foul","RENACOM_318","RENACOM","613","10501","foul foul","RENALOC_613","RENALOC"
"321","10501","torof","RENACOM_321","RENACOM","728","10501","tourouf","RENALOC_728","RENALOC"
"322","10501","marakat","RENACOM_322","RENACOM","655","10501","marakat","RENALOC_655","RENALOC"
"323","10501","ekizenguit (pe)","RENACOM_323","RENACOM","604","10501","ekizengui","RENALOC_604","RENALOC"
"327","10501","dabla","RENACOM_327","RENACOM","597","10501","dabla","RENALOC_597","RENALOC"
"328","10501","mararaba","RENACOM_328","RENACOM","656","10501","mararaba","RENALOC_656","RENALOC"
"330","10501","tchinsakanan harouna","RENACOM_330","RENACOM","700","10501","tchinsaka","RENALOC_700","RENALOC"
"333","10501","tiblilik","RENACOM_333","RENACOM","716","10501","tiblilik","RENALOC_716","RENALOC"
"335","10501","kokari","RENACOM_335","RENACOM","667","10501","kokari","RENALOC_667","RENALOC"
"337","10501","amantadan","RENACOM_337","RENACOM","575","10501","amantadan","RENALOC_575","RENALOC"
"339","10501","gani","RENACOM_339","RENACOM","616","10501","gani","RENALOC_616","RENALOC"
"358","10501","wannerane","RENACOM_358","RENACOM","669","10501","waneran ii (sabon gari)","RENALOC_669","RENALOC"
"358","10501","wannerane","RENACOM_358","RENACOM","735","10501","waneran i","RENALOC_735","RENALOC"
"360","10501","agabargabar mouhamad taharo","RENACOM_360","RENACOM","559","10501","agabargabar iii","RENALOC_559","RENALOC"
"361","10501","agaray garey","RENACOM_361","RENACOM","561","10501","agarey-garey","RENALOC_561","RENALOC"
"364","10501","tiggare","RENACOM_364","RENACOM","718","10501","tigari","RENALOC_718","RENALOC"
"364","10501","tiggare","RENACOM_364","RENACOM","719","10501","tiggar","RENALOC_719","RENALOC"
"377","10501","tadebouk i","RENACOM_377","RENACOM","704","10501","tedbouk i","RENALOC_704","RENALOC"
"377","10501","tadebouk i","RENACOM_377","RENACOM","705","10501","tedbouk ii","RENALOC_705","RENALOC"
"378","10501","tadebouk ii","RENACOM_378","RENACOM","704","10501","tedbouk i","RENALOC_704","RENALOC"
"378","10501","tadebouk ii","RENACOM_378","RENACOM","705","10501","tedbouk ii","RENALOC_705","RENALOC"
"379","10501","dangaregare","RENACOM_379","RENACOM","599","10501","dan garey garey","RENALOC_599","RENALOC"
"381","10501","tourouf","RENACOM_381","RENACOM","728","10501","tourouf","RENALOC_728","RENALOC"
"384","10501","batwil","RENACOM_384","RENACOM","593","10501","bitwil","RENALOC_593","RENALOC"
"385","10501","tchinzaghannene","RENACOM_385","RENACOM","701","10501","tchinzagane (centre)","RENALOC_701","RENALOC"
"389","10501","tagalalt","RENACOM_389","RENACOM","675","10501","tagalala","RENALOC_675","RENALOC"
"390","10501","tagdoumt(pe)","RENACOM_390","RENACOM","677","10501","tagdoum","RENALOC_677","RENALOC"
"393","10501","tchinougourane","RENACOM_393","RENACOM","698","10501","tchinougourou","RENALOC_698","RENALOC"
"394","10501","amalolo","RENACOM_394","RENACOM","606","10501","emalolo","RENALOC_606","RENALOC"
"395","10501","assamaka","RENACOM_395","RENACOM","581","10501","assamaka","RENALOC_581","RENALOC"
"401","10603","tassawat","RENACOM_401","RENACOM","988","10603","tassawat","RENALOC_988","RENALOC"
"402","10603","tassawat","RENACOM_402","RENACOM","988","10603","tassawat","RENALOC_988","RENALOC"
"404","10603","tillia (pe)","RENACOM_404","RENACOM","1009","10603","tillia","RENALOC_1009","RENALOC"
"406","10603","banaga (va)","RENACOM_406","RENACOM","901","10603","banaga","RENALOC_901","RENALOC"
"416","10603","edaoudaou","RENACOM_416","RENACOM","916","10603","edaodao","RENALOC_916","RENALOC"
"418","10603","talat","RENACOM_418","RENACOM","970","10603","talat","RENALOC_970","RENALOC"
"421","10603","tilya","RENACOM_421","RENACOM","1009","10603","tillia","RENALOC_1009","RENALOC"
"425","10603","atkaki (va)","RENACOM_425","RENACOM","890","10603","atkaki","RENALOC_890","RENALOC"
"425","10603","atkaki (va)","RENACOM_425","RENACOM","891","10603","atkaki abodini","RENALOC_891","RENALOC"
"425","10603","atkaki (va)","RENACOM_425","RENACOM","892","10603","atkaki aramanohan","RENALOC_892","RENALOC"
"425","10603","atkaki (va)","RENACOM_425","RENACOM","893","10603","atkaki atamol","RENALOC_893","RENALOC"
"425","10603","atkaki (va)","RENACOM_425","RENACOM","894","10603","atkaki banbaraoh","RENALOC_894","RENALOC"
"425","10603","atkaki (va)","RENACOM_425","RENACOM","895","10603","atkaki massabka","RENALOC_895","RENALOC"
"425","10603","atkaki (va)","RENACOM_425","RENACOM","896","10603","atkaki tacha","RENALOC_896","RENALOC"
"425","10603","atkaki (va)","RENACOM_425","RENACOM","897","10603","atkaki timil","RENALOC_897","RENALOC"
"427","10603","assakamar","RENACOM_427","RENACOM","889","10603","assakamour","RENALOC_889","RENALOC"
"428","10603","eguef (va)","RENACOM_428","RENACOM","917","10603","eguef","RENALOC_917","RENALOC"
"429","10603","tabelot","RENACOM_429","RENACOM","962","10603","tabelot","RENALOC_962","RENALOC"
"434","10603","tamanet","RENACOM_434","RENACOM","982","10603","tamanet mosquee","RENALOC_982","RENALOC"
"434","10603","tamanet","RENACOM_434","RENACOM","983","10603","tamanett","RENALOC_983","RENALOC"
"435","10603","anfissek","RENACOM_435","RENACOM","883","10603","anfissague","RENALOC_883","RENALOC"
"437","10603","erewat","RENACOM_437","RENACOM","923","10603","erawat","RENALOC_923","RENALOC"
"438","10603","doli","RENACOM_438","RENACOM","912","10603","dole","RENALOC_912","RENALOC"
"442","10603","abardak (va)","RENACOM_442","RENACOM","871","10603","abardak","RENALOC_871","RENALOC"
"446","10603","talat (illyalene)","RENACOM_446","RENACOM","970","10603","talat","RENALOC_970","RENALOC"
"448","10603","akari","RENACOM_448","RENACOM","876","10603","akari","RENALOC_876","RENALOC"
"450","10603","ewalan","RENACOM_450","RENACOM","926","10603","ewalan","RENALOC_926","RENALOC"
"453","10603","kokai","RENACOM_453","RENACOM","951","10603","kokai","RENALOC_951","RENALOC"
"454","10603","tagalat","RENACOM_454","RENACOM","967","10603","tagalat","RENALOC_967","RENALOC"
"462","10603","tassawat (vt)","RENACOM_462","RENACOM","988","10603","tassawat","RENALOC_988","RENALOC"
"466","10603","ezen","RENACOM_466","RENACOM","928","10603","ezen","RENALOC_928","RENALOC"
"469","10603","bargot","RENACOM_469","RENACOM","903","10603","bargot","RENALOC_903","RENALOC"
"471","10603","emalaoule","RENACOM_471","RENACOM","919","10603","emalawle","RENALOC_919","RENALOC"
"475","10603","anoumoulan","RENACOM_475","RENACOM","882","10603","anoumola","RENALOC_882","RENALOC"
"482","10603","tamanit","RENACOM_482","RENACOM","983","10603","tamanett","RENALOC_983","RENALOC"
"483","10604","cyte sonichar","RENACOM_483","RENACOM","1020","10604","cite sonichar","RENALOC_1020","RENALOC"
"489","10604","dragage  (qt)","RENACOM_489","RENACOM","1012","10604","dragage","RENALOC_1012","RENALOC"
"491","10604","tchiro-centre","RENACOM_491","RENACOM","1018","10604","tchiro centre","RENALOC_1018","RENALOC"
"492","10604","intamadet (qt)","RENACOM_492","RENACOM","1070","10604","intamadet","RENALOC_1070","RENALOC"
"492","10604","intamadet (qt)","RENACOM_492","RENACOM","1071","10604","intamade","RENALOC_1071","RENALOC"
"492","10604","intamadet (qt)","RENACOM_492","RENACOM","1072","10604","intamat","RENALOC_1072","RENALOC"
"492","10604","intamadet (qt)","RENACOM_492","RENACOM","1073","10604","intamat","RENALOC_1073","RENALOC"
"493","10604","sabon-gari (qt)","RENACOM_493","RENACOM","1091","10604","sabongari ecole","RENALOC_1091","RENALOC"
"493","10604","sabon-gari (qt)","RENACOM_493","RENACOM","1092","10604","sabongari massalati","RENALOC_1092","RENALOC"
"496","10604","egandawel","RENACOM_496","RENACOM","1045","10604","egandawel","RENALOC_1045","RENALOC"
"497","10604","mardane","RENACOM_497","RENACOM","1087","10604","mardane","RENALOC_1087","RENALOC"
"498","10604","tikilkal","RENACOM_498","RENACOM","1126","10604","tikilkal","RENALOC_1126","RENALOC"
"499","10604","tassamakat","RENACOM_499","RENACOM","1109","10604","tassamakat","RENALOC_1109","RENALOC"
"504","10604","azzel ecole (va)","RENACOM_504","RENACOM","1036","10604","azzel ecole","RENALOC_1036","RENALOC"
"505","10604","tchimbra (vt)","RENACOM_505","RENACOM","1113","10604","tchimbran","RENALOC_1113","RENALOC"
"506","10604","atri (va)","RENACOM_506","RENACOM","1033","10604","attri","RENALOC_1033","RENALOC"
"508","10604","beinabo","RENACOM_508","RENACOM","1039","10604","bainabo","RENALOC_1039","RENALOC"
"516","10604","intamate","RENACOM_516","RENACOM","1070","10604","intamadet","RENALOC_1070","RENALOC"
"516","10604","intamate","RENACOM_516","RENACOM","1071","10604","intamade","RENALOC_1071","RENALOC"
"516","10604","intamate","RENACOM_516","RENACOM","1072","10604","intamat","RENALOC_1072","RENALOC"
"516","10604","intamate","RENACOM_516","RENACOM","1073","10604","intamat","RENALOC_1073","RENALOC"
"523","10604","boudari","RENACOM_523","RENACOM","1042","10604","boudari","RENALOC_1042","RENALOC"
"527","10604","tafadek","RENACOM_527","RENACOM","1097","10604","tafadek","RENALOC_1097","RENALOC"
"528","10604","tchintabiz guine","RENACOM_528","RENACOM","1114","10604","tchintebizguine","RENALOC_1114","RENALOC"
"529","10604","waratahalt","RENACOM_529","RENACOM","1134","10604","waratahatt","RENALOC_1134","RENALOC"
"532","10604","agarouss (va)","RENACOM_532","RENACOM","1025","10604","agharous","RENALOC_1025","RENALOC"
"534","10604","guijib","RENACOM_534","RENACOM","1058","10604","guijib","RENALOC_1058","RENALOC"
"538","10604","issakanan (pe)","RENACOM_538","RENACOM","1077","10604","issakanane","RENALOC_1077","RENALOC"
"539","10604","sakafat","RENACOM_539","RENACOM","1093","10604","sakafat","RENALOC_1093","RENALOC"
"540","10604","anou-araren","RENACOM_540","RENACOM","1028","10604","anouh araren","RENALOC_1028","RENALOC"
"542","10604","toumga i","RENACOM_542","RENACOM","1131","10604","toumga 1","RENALOC_1131","RENALOC"
"542","10604","toumga i","RENACOM_542","RENACOM","1132","10604","toumga ii","RENALOC_1132","RENALOC"
"543","10604","toumga ii","RENACOM_543","RENACOM","1131","10604","toumga 1","RENALOC_1131","RENALOC"
"543","10604","toumga ii","RENACOM_543","RENACOM","1132","10604","toumga ii","RENALOC_1132","RENALOC"
"544","10604","kampala i","RENACOM_544","RENACOM","1079","10604","kampala base","RENALOC_1079","RENALOC"
"544","10604","kampala i","RENACOM_544","RENACOM","1080","10604","kampala i","RENALOC_1080","RENALOC"
"544","10604","kampala i","RENACOM_544","RENACOM","1081","10604","kampala ii","RENALOC_1081","RENALOC"
"545","10604","kampala ii","RENACOM_545","RENACOM","1079","10604","kampala base","RENALOC_1079","RENALOC"
"545","10604","kampala ii","RENACOM_545","RENACOM","1080","10604","kampala i","RENALOC_1080","RENALOC"
"545","10604","kampala ii","RENACOM_545","RENACOM","1081","10604","kampala ii","RENALOC_1081","RENALOC"
"549","10604","mondaye","RENACOM_549","RENACOM","1086","10604","manday","RENALOC_1086","RENALOC"
"555","10604","aratane","RENACOM_555","RENACOM","1029","10604","aratan","RENALOC_1029","RENALOC"
"556","10604","attimik","RENACOM_556","RENACOM","1032","10604","atimik","RENALOC_1032","RENALOC"
"562","10604","inwajghir","RENACOM_562","RENACOM","1076","10604","inwijghar","RENALOC_1076","RENALOC"
"563","10604","kawna","RENACOM_563","RENACOM","1013","10604","kanna i","RENALOC_1013","RENALOC"
"563","10604","kawna","RENACOM_563","RENACOM","1014","10604","kanna ii","RENALOC_1014","RENALOC"
"573","10604","tendawen","RENACOM_573","RENACOM","1117","10604","tendawen sabon gari","RENALOC_1117","RENALOC"
"573","10604","tendawen","RENACOM_573","RENACOM","1127","10604","tindawan","RENALOC_1127","RENALOC"
"576","10604","battle","RENACOM_576","RENACOM","1040","10604","batal","RENALOC_1040","RENALOC"
"580","10604","afara","RENACOM_580","RENACOM","1023","10604","afara i","RENALOC_1023","RENALOC"
"582","10604","afarak","RENACOM_582","RENACOM","1024","10604","afarak","RENALOC_1024","RENALOC"
"587","10604","assolomi","RENACOM_587","RENACOM","1031","10604","assolimi","RENALOC_1031","RENALOC"
"597","10201","cite somair","RENACOM_597","RENACOM","151","10201","cite somair areva","RENALOC_151","RENALOC"
"599","10201","tamesna","RENACOM_599","RENACOM","152","10201","tamesna (quartier adminnistratif)","RENALOC_152","RENALOC"
"600","10201","zongo","RENACOM_600","RENACOM","153","10201","zango","RENALOC_153","RENALOC"
"601","10201","sahel","RENACOM_601","RENACOM","154","10201","sahel","RENALOC_154","RENALOC"
"603","10201","wadata","RENACOM_603","RENACOM","155","10201","wadata","RENALOC_155","RENALOC"
"604","10201","carre sntn","RENACOM_604","RENACOM","157","10201","carre sntn","RENALOC_157","RENALOC"
"605","10201","carre nouveau marche","RENACOM_605","RENACOM","156","10201","carre nouveau marche","RENALOC_156","RENALOC"
"607","10201","boukoki sud","RENACOM_607","RENACOM","166","10201","boukoki est (akokan)","RENALOC_166","RENALOC"
"608","10201","boukoki est","RENACOM_608","RENACOM","166","10201","boukoki est (akokan)","RENALOC_166","RENALOC"
"609","10201","akokan cite","RENACOM_609","RENACOM","161","10201","akokan carre b (birni)","RENALOC_161","RENALOC"
"609","10201","akokan cite","RENACOM_609","RENACOM","162","10201","akokan carre a","RENALOC_162","RENALOC"
"609","10201","akokan cite","RENACOM_609","RENACOM","163","10201","akokan carre a","RENALOC_163","RENALOC"
"609","10201","akokan cite","RENACOM_609","RENACOM","164","10201","akokan carre c (madina)","RENALOC_164","RENALOC"
"610","10201","akokan carre","RENACOM_610","RENACOM","161","10201","akokan carre b (birni)","RENALOC_161","RENALOC"
